Datasource,Timestamp,How many WEEKS do you think it’ll take before your daily life returns to normal?,What year were you born?,What is your gender?,What is your ethnicity?,What is the zip code (i.e. postal code) of the place you currently live in?,What is your employment status?,Is any of your loved ones at higher risk of COVID-19? (check all that apply),"In the past 48 hours, I... (check all that apply)","On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)","""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?","How are you doing financially today, compared to a year ago?",What industry are you part of?,What is your income?
Pollfish2,2020-03-20 16:07:25,12,1983,female,asian,94112,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,3+4,Strongly agree,Significantly worse,health_care_and_social_assistance,high_iii
Pollfish2,2020-03-20 09:01:23,12,1988,female,white,94086,homemaker,No,"Rescheduled or canceled pre-arranged travel plans,,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",7+8,5+6,Strongly disagree,About the same,homemaker,lower_ii
Pollfish2,2020-03-20 15:02:36,24,1974,female,multiracial,95122,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,7+8,Neutral,Significantly worse,hotel_and_food_services,middle_i
Pollfish2,2020-03-20 09:36:04,40,2000,male,asian,94127,student,No,"Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,3+4,Strongly agree,Somewhat worse,marketing_sales,lower_ii
Pollfish2,2020-03-20 12:43:18,8,1959,female,white,94115,employed_for_wages,No,"Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,,",5+6,7+8,Strongly agree,Significantly worse,other,middle_i
Pollfish2,2020-03-20 10:09:16,5,1982,female,asian,94110,self_employed,No,"Shook hands with anyone outside of my household,,,,,Increased frequency of hand washing with soap,,,,Did not leave my home for non-critical needs,",7+8,1+2,Agree,Significantly worse,software,high_i
Pollfish2,2020-03-20 13:16:41,8,1994,female,white,95035,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,5+6,Strongly agree,Significantly worse,hotel_and_food_services,lower_ii
Pollfish2,2020-03-20 17:09:12,24,1961,female,white,94109,employed_for_wages,No,"Did not leave my home for non-critical needs,",1+2,1+2,Strongly agree,Significantly worse,software,middle_ii
Pollfish2,2020-03-20 15:17:13,16,1954,female,white,94402,retired,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",3+4,3+4,Agree,About the same,other,high_iii
Pollfish2,2020-03-20 17:11:07,4,2004,female,asian,95122,unemployed_looking,No,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",3+4,3+4,Agree,About the same,other,prefer_not_to_say
Pollfish2,2020-03-20 15:39:41,3,2002,female,hispanic,94124,unemployed_looking,No,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,,",7+8,3+4,Neutral,About the same,other,prefer_not_to_say
Pollfish2,2020-03-20 15:30:05,17,1999,male,asian,94010,student,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,",3+4,3+4,Agree,Somewhat worse,health_care_and_social_assistance,high_iii
Pollfish2,2020-03-20 16:33:32,3,1978,female,white,94102,unemployed_looking,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled pre-arranged travel plans,,,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",7+8,1+2,Neutral,Somewhat worse,finance_and_insurance,lower_i
Pollfish2,2020-03-20 09:51:48,12,1979,female,black,94606,self_employed,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",1+2,1+2,Strongly agree,Somewhat better,legal_services,high_iii
Pollfish2,2020-03-20 14:30:06,8,1985,male,white,95121,unemployed_looking,I don't know,"Did not leave my home for non-critical needs,",7+8,5+6,Agree,About the same,construction,middle_ii
Pollfish2,2020-03-20 16:56:19,6,1961,female,prefer_not_to_say,94131,self_employed,No,"Rescheduled or canceled pre-arranged travel plans,,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,5+6,Agree,About the same,information_services_and_data,prefer_not_to_say
Pollfish2,2020-03-20 12:17:49,8,1991,female,hispanic,95127,employed_for_wages,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",1+2,3+4,Strongly agree,Somewhat worse,manufacturing_other,middle_ii
Pollfish2,2020-03-20 13:40:22,12,1984,male,white,94041,unemployed_looking,No,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",5+6,5+6,Disagree,Somewhat better,retail,lower_i
Pollfish2,2020-03-20 15:29:31,1,1978,female,black,94602,retired,No,"Did not leave my home for non-critical needs,",9+10,7+8,Strongly agree,About the same,other,lower_ii
Pollfish2,2020-03-20 09:17:22,12,1983,female,multiracial,94109,self_employed,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,5+6,Neutral,About the same,other,lower_i
Pollfish2,2020-03-20 16:42:26,8,1985,female,asian,95035,homemaker,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Attended in-person gatherings of 50 people,Attended in-person gatherings outside of my household,,,,,,,,Ate at a restaurant",7+8,9+10,Agree,About the same,human_resources,lower_ii
Pollfish2,2020-03-20 15:41:23,3,1998,female,asian,95035,student,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs,",9+10,5+6,Neutral,Significantly worse,retail,lower_i
Pollfish2,2020-03-20 16:38:53,20,1999,female,white,94112,student,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,,",5+6,7+8,Agree,Somewhat worse,education,middle_ii
Pollfish2,2020-03-20 15:43:05,52,2000,male,hispanic,94306,other,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled pre-arranged travel plans,,,,,,",7+8,5+6,Neutral,About the same,other,prefer_not_to_say
Pollfish2,2020-03-20 15:51:42,32,1953,female,white,94080,retired,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,9+10,Strongly agree,About the same,other,middle_i
Pollfish2,2020-03-20 09:43:45,10,1985,male,asian,94607,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,,",7+8,7+8,Agree,Somewhat worse,construction,high_i
Pollfish2,2020-03-20 12:57:08,495,1984,female,other,95122,employed_for_wages,No,"Attended in-person gatherings outside of my household,,,,,,Maintained 3 feet distance between myself and other people outside of my household,,",1+2,3+4,Neutral,Significantly better,agriculture_forestry_fishing_or_hunting,high_ii
Pollfish2,2020-03-20 15:23:47,4,1991,male,asian,95148,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs,",3+4,3+4,Strongly agree,Somewhat worse,finance_and_insurance,middle_ii
Pollfish2,2020-03-20 11:59:33,8,1948,female,white,95141,retired,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Shook hands with anyone outside of my household,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",9+10,5+6,Neutral,About the same,other,lower_ii
Pollfish2,2020-03-20 14:25:12,6,1950,male,asian,94539,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,,",5+6,3+4,Agree,About the same,software,high_iii
Pollfish2,2020-03-20 10:54:40,20,1993,male,white,94124,employed_for_wages,No,"Attended in-person gatherings outside of my household,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,,",9+10,1+2,Strongly disagree,Significantly worse,arts_entertainment_or_recreation,middle_i
Pollfish2,2020-03-20 16:07:27,4,1982,male,white,95123,unemployed_looking,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Made an effort to avoid touching my eyes, nose and mouth,,,",3+4,3+4,Neutral,Somewhat worse,hotel_and_food_services,lower_i
Pollfish2,2020-03-20 09:35:09,5,1986,female,latino,94086,unemployed_looking,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,5+6,Strongly agree,About the same,education,lower_i
Pollfish2,2020-03-20 13:17:40,10,1977,male,white,94606,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",",Ate at a restaurant",9+10,3+4,Strongly agree,Somewhat worse,hotel_and_food_services,prefer_not_to_say
Pollfish2,2020-03-20 13:20:23,8,1965,male,asian,94122,employed_for_wages,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,5+6,Neutral,About the same,arts_entertainment_or_recreation,middle_i
Pollfish2,2020-03-20 16:01:21,2,1956,female,white,94086,employed_for_wages,No,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,,",9+10,7+8,Neutral,About the same,other,middle_i
Pollfish2,2020-03-20 12:12:41,16,1946,male,white,94133,retired,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,1+2,Neutral,About the same,education,lower_i
Pollfish2,2020-03-20 15:54:46,4,1948,female,white,95124,retired,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",7+8,5+6,Strongly agree,About the same,other,high_ii
Pollfish2,2020-03-20 16:05:05,15,1977,male,asian,94110,employed_for_wages,No,"Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,,",3+4,5+6,Strongly agree,Somewhat worse,software,prefer_not_to_say
Pollfish2,2020-03-20 15:38:38,24,1960,female,asian,95127,employed_for_wages,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,7+8,Strongly agree,Somewhat worse,finance_and_insurance,high_i
Pollfish2,2020-03-20 16:26:47,4,1981,female,white,94601,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,5+6,Strongly agree,Somewhat worse,legal_services,high_ii
Pollfish2,2020-03-20 15:48:28,12,1950,male,multiracial,94158,employed_for_wages,I don't know,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,,,,Did not leave my home for non-critical needs,",7+8,1+2,Strongly agree,About the same,education,middle_ii
Pollfish2,2020-03-20 14:27:02,8,1966,female,asian,95123,homemaker,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,,",7+8,5+6,Disagree,About the same,homemaker,middle_ii
Pollfish2,2020-03-20 17:10:51,8,1945,male,white,94103,retired,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,",7+8,1+2,Strongly agree,About the same,other,lower_ii
Pollfish2,2020-03-20 14:58:26,12,1942,male,white,94708,retired,No,"Rescheduled or canceled pre-arranged travel plans,,,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,5+6,Agree,Somewhat better,other,high_ii
Pollfish2,2020-03-20 15:05:40,4,1974,male,asian,95126,self_employed,No,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",5+6,7+8,Strongly agree,Significantly worse,other,middle_ii
Pollfish2,2020-03-20 17:11:25,30,1985,female,hispanic,95141,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,5+6,Neutral,About the same,health_care_and_social_assistance,middle_i
Pollfish2,2020-03-20 16:32:08,10,1960,male,asian,94502,retired,No,"Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",5+6,5+6,Agree,Somewhat worse,government_and_public_administration,prefer_not_to_say
Pollfish2,2020-03-20 15:10:26,4,1983,male,hispanic,94025,employed_for_wages,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",9+10,1+2,Agree,Somewhat worse,retail,lower_ii
Pollfish2,2020-03-20 16:09:36,8,1974,female,asian,95121,employed_for_wages,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,",3+4,1+2,Strongly agree,Somewhat better,education,lower_i
Pollfish2,2020-03-20 16:13:08,12,1982,female,prefer_not_to_say,94043,unemployed_looking,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,,",7+8,5+6,Disagree,Somewhat worse,other,lower_i
Pollfish2,2020-03-20 17:08:32,6,1955,female,black,95124,retired,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,5+6,Strongly agree,Significantly worse,retired,middle_i
Pollfish2,2020-03-20 16:18:49,6,1984,female,white,94539,employed_for_wages,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,5+6,Agree,About the same,software,high_ii
Pollfish2,2020-03-20 10:09:08,30,1983,female,asian,95035,homemaker,I don't know,"Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",7+8,7+8,Agree,Somewhat better,other,high_i
Pollfish2,2020-03-20 16:03:07,3,1987,male,asian,95132,employed_for_wages,No,"Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,7+8,Strongly agree,About the same,information_services_and_data,middle_ii
Pollfish2,2020-03-20 15:34:25,12,1965,male,hispanic,95126,self_employed,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Attended in-person gatherings outside of my household,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Ate at a restaurant",5+6,3+4,Agree,Somewhat worse,construction,high_iii
Pollfish2,2020-03-20 15:27:58,8,1971,female,white,94112,employed_for_wages,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,5+6,Neutral,Somewhat worse,real_estate_rental_or_leasing,middle_ii
Pollfish2,2020-03-20 14:13:17,6,1992,female,asian,94086,unemployed_looking,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,5+6,Strongly agree,Significantly worse,other,lower_i
Pollfish2,2020-03-20 13:54:52,8,1969,male,white,94010,self_employed,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,,",7+8,5+6,Strongly agree,About the same,personal_services,high_iii
Pollfish2,2020-03-20 10:06:18,4,1999,male,multiracial,94134,employed_for_wages,I don't know,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",9+10,5+6,Strongly agree,Significantly worse,hotel_and_food_services,lower_ii
Pollfish2,2020-03-20 17:03:29,16,1954,female,white,94301,retired,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,3+4,Agree,About the same,other,lower_i
Pollfish2,2020-03-20 15:00:41,18,1971,male,asian,94066,self_employed,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",9+10,3+4,Agree,Somewhat worse,transportation_and_warehousing,lower_ii
Pollfish2,2020-03-20 09:48:34,12,1991,female,asian,94608,homemaker,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,7+8,Agree,Somewhat worse,homemaker,prefer_not_to_say
Pollfish2,2020-03-20 14:10:40,12,2002,female,hispanic,95117,unemployed_looking,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,,Did not leave my home for non-critical needs,",7+8,1+2,Agree,Significantly worse,other,prefer_not_to_say
Pollfish2,2020-03-20 13:53:36,6,1991,female,black,95141,homemaker,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,,",3+4,7+8,Agree,Somewhat worse,homemaker,lower_ii
Pollfish2,2020-03-20 10:00:51,265,1981,female,white,94110,self_employed,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",3+4,1+2,Strongly agree,Somewhat worse,personal_services,lower_i
Pollfish2,2020-03-20 13:59:47,8,1988,female,white,94115,employed_for_wages,No,"Attended in-person gatherings outside of my household,,,,Cleaned surfaces with disinfecting wipes or sprays,,,,",9+10,5+6,Neutral,Significantly worse,real_estate_rental_or_leasing,lower_ii
Pollfish2,2020-03-20 13:33:14,20,1975,female,white,95050,other,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,,Ate at a restaurant",5+6,5+6,Agree,Somewhat worse,education,middle_ii
Pollfish2,2020-03-20 12:18:01,3,1983,male,white,95122,employed_for_wages,No,"Rescheduled or canceled pre-arranged travel plans,,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,,",7+8,9+10,Strongly agree,About the same,other,lower_ii
Pollfish2,2020-03-20 10:45:39,24,1977,male,white,94107,self_employed,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,,Did not leave my home for non-critical needs,",7+8,5+6,Disagree,Significantly worse,arts_entertainment_or_recreation,middle_ii
Pollfish2,2020-03-20 10:53:50,5,1988,male,asian,94610,employed_for_wages,No,"Shook hands with anyone outside of my household,Attended in-person gatherings of 50 people,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,,,,,Ate at a restaurant",1+2,1+2,Agree,Somewhat worse,retail,lower_i
Pollfish2,2020-03-20 10:42:27,6,1980,male,white,95122,employed_for_wages,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,,",7+8,1+2,Neutral,Significantly worse,hotel_and_food_services,lower_i
Pollfish2,2020-03-20 14:10:36,25,1977,male,white,94086,employed_for_wages,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",5+6,7+8,Strongly agree,Significantly worse,other,lower_ii
